Name,Sockets,Radiator,Price
ASUS Prime LC 240 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS Prime LC 360 ARGB,"1150,AM4,1151,AM5,1155,1156,1200,1700",mm,
ASUS Prime LC 360 ARGB LCD,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,
ASUS Prime LC 360 ARGB White Edition,"Intel LGA1851,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ProArt LC 360,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ProArt LC 420,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ProArt LC 420,"Intel LGA1851,1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUJIN 360,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",360mm,
ASUS ROG Ryujin II 240  - black,"1152, 2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, AM4, TR4",240mm,
ASUS ROG RYUJIN II 240 ARGB,"1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG RYUJIN II 240 ARGB,"1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG RYUJIN II 360,"1150,1151,1155,1156,1200,1366,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG Ryujin II 360  - black,"1152, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, SP3, sWRX8, TR4",360mm,
ASUS ROG RYUJIN II 360 ARGB,"1150,1151,1155,1156,1200,1366,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG RYUJIN II 360 ARGB  - black,"1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, SP3, sWRX8, TR4",360mm,
ASUS ROG RYUJIN II 360 ARGB EVA EDITION,"1150,1151,1155,1156,1200,1366,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG RYUJIN III 240,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Ryujin III 240 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUJIN III 240 ARGB White Edition,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUJIN III 360,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Ryujin III 360 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUJIN III 360 ARGB EVA-02 EDITION,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUJIN III 360 ARGB EXTREME WHT,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,
ASUS ROG RYUJIN III 360 ARGB White Edition,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG RYUO 120,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4",120mm,
ASUS ROG RYUO 240,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",240mm,
ASUS ROG Ryuo III 240 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Ryuo III 240 ARGB White Edition,"1150,1151,1155,1200,1700,AM4,AM5",mm,
ASUS ROG Ryuo III 360 ARGB,"1200,1700,AM4,AM5",mm,
ASUS ROG Ryuo III 360 ARGB White Edition,"1200,1700,AM4,AM5",mm,
ASUS ROG RYUO III 360 ARGB WHT,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Ryuo IV SLC 360 ARGB,"1700,1851,AM4,AM5",mm,
ASUS ROG Strix LC 120,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",120mm,
ASUS ROG Strix LC 120 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",120mm,
ASUS ROG Strix LC 240,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",240mm,
ASUS ROG Strix LC 240 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",240mm,
ASUS ROG Strix LC 360,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",360mm,
ASUS ROG Strix LC 360 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",360mm,
ASUS ROG STRIX LC II 120 ARGB,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG Strix LC II 240,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, TR4",240mm,
ASUS ROG STRIX LC II 240,"1150,1151,1155,1156,1200,1700,AM4,AM5,TR4",mm,
ASUS ROG Strix LC II 240 ARGB,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, TR4",240mm,
ASUS ROG Strix LC II 240 ARGB,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG STRIX LC II 240 ARGB,"1200,1700,AM4,AM5,TR4",mm,
ASUS ROG Strix LC II 240 ARGB,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG STRIX LC II 240 ARGB White Edition,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG STRIX LC II 240 ARGB White Edition,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG Strix LC II 280 ARGB,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, TR4",280mm,
ASUS ROG Strix LC II 360,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, TR4",360mm,
ASUS ROG STRIX LC II 360,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,AM5,TR4",mm,
ASUS ROG Strix LC II 360 ARGB,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM4, TR4",360mm,
"ASUS ROG STRIX LC II 360 ARGB  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, TR4",360mm,
ASUS ROG Strix LC II 360 ARGB White Edition,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG STRIX LC II 360 ARGB WHITE EDITION,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,TR4",mm,
ASUS ROG Strix LC III 240 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Strix LC III 240 ARGB White Edition,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Strix LC III 360,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Strix LC III 360 ARGB,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG STRIX LC III 360 ARGB,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,
ASUS ROG Strix LC III 360 ARGB White Edition,"1150,1151,1155,1156,1200,1700,AM4,AM5",mm,
ASUS ROG Strix LC III 360 ARGB White Edition,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,
ASUS TUF Gaming LC 120 ARGB,"1700, 1200, 1150, 1151, 1155, 1156, AM4",120mm,
ASUS TUF GAMING LC 120 ARGB,"1150,1151,1155,1156,1200,1366,1700,AM4",mm,
ASUS TUF Gaming LC 240 ARGB,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4",240mm,
ASUS TUF Gaming LC 240 RGB,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4",240mm,
ASUS TUF GAMING LC II 240 ARGB,"1150,1151,1155,1200,1700,AM4,AM5",mm,
ASUS TUF GAMING LC II 360 ARGB,"1150,1151,1155,1200,1700,AM4,AM5",mm,
ASUS TUF-GAMING-LC-240-ARGB,"1150,1151,1155,1156,1200,1366,AM4",mm,
be quiet! Dark Rock 3,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Dark Rock Advanced,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Dark Rock Elite,"1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Dark Rock Pro 3,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Dark Rock Pro 4  - 135mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, AM5, 1700",,
be quiet! Dark Rock Pro TR4  - black,"TR4, sTRX4",,
be quiet! Dark Rock Slim  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, AM5, 1700",,
be quiet! Dark Rock TF  - 135/135mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Dark Rock TF 2 - 135/135mm,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2066, AM4, AM3+, AM5, 1700",,
be quiet! LIGHT LOOP 240mm Black,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5,TR4",mm,
be quiet! LIGHT LOOP 240mm White,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5,TR4",mm,
be quiet! LIGHT LOOP 360mm Black,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! LIGHT LOOP 360mm White,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Loop 2 FX 240mm,"1150,2011,1151,2011-v3,1155,2066,AM4,1200,AM5,1700",mm,
be quiet! Pure Loop 2 FX 280mm,"1150,2011,1151,2011-v3,1155,2066,AM4,1200,AM5,1700",mm,
be quiet! Pure Loop 2 FX 360mm,"1150,1151,1155,1200,1700,2011,2011-v3,2066,AM4,AM5",mm,
be quiet! Pure Loop 2 | 120mm,"1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Loop 2 | 240mm,"1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Loop 2 | 280mm,"1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Loop 2 | 360mm,"1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Rock 2  - 120mm,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM5, 1700",,
be quiet! Pure Rock 2 Black  - 120mm,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM5, 1700",,
be quiet! Pure Rock 2 FX Black,"1150,2011,1151,2011-v3,1155,2066,AM4,1200,AM5,1700",mm,
be quiet! Pure Rock 3 Black,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Rock 3 LX,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Pure Rock LP Processor Kühler - 92mm,"1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",,
be quiet! Pure Rock Pro 3,"1150,1151,1155,1200,1700,1851,AM4,AM5",mm,
be quiet! Pure Rock Pro 3 Black,"1150,1151,1155,1200,1700,1851,AM4,AM5",mm,
be quiet! Pure Rock Pro 3 LX Black,"1150,1151,1155,1200,1700,1851,AM4,AM5",mm,
be quiet! Pure Rock Slim  - 92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
be quiet! Pure Rock Slim 2 - 92mm,"1200, 1150, 1151, 1155, AM4, AM3+, AM5, 1700",,
be quiet! Shadow Rock 2  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Shadow Rock 3  - 120mm,"1150, 1151, 1155, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM5, 1700",,
be quiet! Shadow Rock 3 White  - 120mm,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM5, 1700",,
be quiet! Shadow Rock LP Low Profile  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, AM5, 1700",,
be quiet! Shadow Rock Slim,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",,
be quiet! Shadow Rock Slim 2 - 135 cm,"1200, 1150, 1151, 1155, 2011-V3, 2066, AM4, AM3+, AM3, AM5, 1700",,
be quiet! Shadow Rock TF2  - 135mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
be quiet! Silent Loop,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",360mm,
be quiet! Silent Loop,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,
be quiet! Silent Loop,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4",280mm,
be quiet! Silent Loop,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",120mm,
"be quiet! Silent Loop 2 , ARGB , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, sTRX4, TR4, AM5, 1700",120mm,
"be quiet! Silent Loop 2 , ARGB , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, sTRX4, TR4, AM5, 1700",360mm,
"be quiet! Silent Loop 2 , ARGB , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, sTRX4, TR4, AM5, 1700",240mm,
be quiet! Silent Loop 3 240 mm,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5",mm,
be quiet! Silent Loop 3 360 mm,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5,TR4,TR5",mm,
be quiet! Silent Loop 3 420 mm,"Intel LGA1851,1150,1151,1155,1200,1700,AM4,AM5,TR4,TR5",mm,
Bitspower Phantom,"1700, 1366, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM1",,
Bitspower Summit LGA 3647 - Acetal,3647,,
Chieftec ICEBERG 240-RGB-W,"Intel LGA1851,1150,1151,1155,1156,1200,1700,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2,FM2+",mm,
Cooler Master Hyper 103  - 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",,
Cooler Master Hyper 212 Black Edition mit socket LGA 1700 - 120mm,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",,
Cooler Master Hyper 212 Evo  - 120mm,"1150, 1151, 1155, 1156, 1366, AM2, AM3, AM3+, FM1, FM2, FM2+",,
Cooler Master Hyper 212 EVO V2 - 120mm,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, 775, AM4, AM3+, AM2+, FM2+, FM1",,
Cooler Master Hyper 212X  - 120mm PWM,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",,
Cooler Master Hyper 212X -  with Dual 120mm PWM Fan,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",,
"Cooler Master Hyper H411R , weiße LED - 92mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
Cooler Master Hyper H412R  - 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775",,
Cooler Master Hyper T2 - Compact  with Dual Looped Direct Contact Heatpipes,"1150 , 1156 , 1155 , 775, FM2+ , FM2 , FM1 , AM4 , AM3+ , AM3 , AM2",,
Cooler Master Hyper TX3 Evo  - 92mm,"1150, 1151, 1155, 1156, 1366, 754, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
Cooler Master Hyper TX3i  - 92mm PWM,"1150, 1151, 1155, 1156, 775",,
"Cooler Master MasterAir G100M, RGB  - 100mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
Cooler Master MasterAir MA410M RGB  - 2x120mm PWM,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
"Cooler Master MasterAir MA410P , RGB - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
"Cooler Master MasterAir MA610P , RGB - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",,
Cooler Master Masterliquid 240  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,
Cooler Master MasterLiquid ML240 ILLUSION White Edition - white,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",240mm,
Cooler Master MasterLiquid ML360 ILLUSION - black,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",360mm,
COOLER MASTER MAZ-T8PN-418PR-R1 140mm DynaLoop,"2011-V3 , 2011 , 1366 , 1151 , 1150 , 1156 , 1155 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+",,
Cooler Master ML240R RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,
Cooler Master PL240 Flux  - black,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, TR4",240mm,
Cooler Master PL360 Flux  - black,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, TR4",360mm,
COOLER MASTER RR-212E-20PK-R2 120mm Long Life Sleeve Bearing,"2011 , 1366 , 1151 , 1150 , 1155 , 1156 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2 , AM1",,
COOLER MASTER RR-212X-20PM-R1 120mm 4th Generation Bearing,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",,
COOLER MASTER RR-910-HTX3-G1 92mm Long life sleeve bearing,"775 , 1156 , 1155 , 1150, 754 , 939 , 940 , AM2 , AM3",,
COOLER MASTER RR-B10-212P-G1 120mm Sleeve,"1366 , 1155 , 1156 , 1150 , 775, FM1 , FM2 , AM2 , AM2+ , AM3 , AM3+",,
COOLER MASTER RR-G5V2-20PK-R1 120mm Loop Dynamic Bearing (LDB),"775 , 1155 , 1156 , 1366 , 2011",,
COOLER MASTER RR-H6V2-13PK-R1 120mm Rifle,"2011,1366,1156,1155,1150,775, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2",,
COOLER MASTER RR-HD92-28PK-R1 92mm Rifle,"1156 ,  1366 ,  775",,
COOLER MASTER RR-T4-18PK-R1 120mm Rifle,"2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM4 , AM3+ , AM3 , AM2",,
COOLER MASTER RR-VTPS-28PK-R1 92mm Long life sleeve,"754, 939, 940, AM2,  775, 1366",,
Cooler Master V8  - Vapor Chamber,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",,
Cooler Master V8  - Vapor Chamber,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",,
Cooler Master Wraith Ripper  - 120 mm,TR4,,
Corsair Air A500  - 120mm,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4",,
Corsair Cooling Hydro Series H100i Platinum,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, TR4, sTRX4",240mm,
Corsair Cooling Hydro Series H100i Platinum SE,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, TR4, sTRX4",240mm,
Corsair Cooling Hydro Series H115i Platinum,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, TR4, sTRX4",280mm,
Corsair Cooling Hydro Series H45,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, FM1, FM2, FM2+",120mm,
Corsair Cooling Hydro Series H55,"1150, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1",120mm,
Corsair Cooling Hydro Series H60 High Performance,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",120mm,
Corsair Cooling Hydro Series H60i RGB PRO XT,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3, FM2, FM1",120mm,
Corsair Cooling Hydro Series H75 Performance,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",120mm,
Corsair Cooling Hydro Series H80i V2,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM4, FM1, FM2, FM2+",120mm,
CORSAIR iCUE H100i ELITE  - black,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, sTR4",240mm,
"Corsair iCUE H100i ELITE CAPELLIX  , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",240mm,
"Corsair iCUE H100i ELITE CAPELLIX White  , white","1200, sTR4, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, sTRX4",240mm,
"Corsair iCUE H100i ELITE CAPELLIX XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",240mm,
"Corsair iCUE H100i ELITE CAPELLIX XT  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",240mm,
"Corsair iCUE H100i ELITE LCD XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",240mm,
"Corsair iCUE H100i RGB Elite  , black","2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",240mm,
"Corsair iCUE H100x RGB ELITE  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4",240mm,
"Corsair iCUE H115i ELITE CAPELLIX  , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",280mm,
"Corsair iCUE H115i ELITE CAPELLIX XT  , black","1154, 1400, 2066, 2011-V3, 2011, 1700, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",280mm,
"Corsair iCUE H115i RGB Elite  , black","2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",280mm,
"Corsair iCUE H150i ELITE  mit LCD-Monitor, black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",360mm,
"Corsair iCUE H150i ELITE CAPELLIX  , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",360mm,
"Corsair iCUE H150i ELITE CAPELLIX White  , white","1200, sTR4, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, sTRX4",360mm,
"Corsair iCUE H150i ELITE CAPELLIX XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,
"Corsair iCUE H150i ELITE CAPELLIX XT  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,
"Corsair iCUE H150i ELITE LCD XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,
"Corsair iCUE H150i ELITE LCD XT  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,
"Corsair iCUE H150i RGB Elite  , black","2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",360mm,
"Corsair iCUE H170i ELITE  mit LCD-Monitor, black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",420mm,
"Corsair iCUE H170i Elite Capellix , black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, sTR4",420mm,
"Corsair iCUE H170i ELITE CAPELLIX XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",420mm,
"Corsair iCUE H170i ELITE LCD XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",420mm,
COUGAR Gaming CGR-FZA135,"1150,1151,1155,1156,1200,1366,1700,2011,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,
COUGAR Gaming CGR-FZAE50,"1150,1151,1155,1156,1200,1366,1700,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,
COUGAR Gaming CGR-FZAE85,"1150,1151,1155,1156,1200,1366,1700,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,
COUGAR Gaming CGR-PSDELRGB-B-360,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,
COUGAR Gaming CGR-PSDELRGB-W-360,"1851,1150,AM3,1151,1155,AM4,1156,AM5,1200,1366,FM1,FM2,1700,AM2",mm,
COUGAR Gaming CGR-PSDUTRGB-B-240,"1150,1151,1155,1156,1200,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,
